,rating,estimate_salary_point,company_link,location,company_name,title,estimate_salary_range,job_description
562,3.9,"$70,242","/Overview/Working-at-Fidelity-Investments-EI_IE2786.11,31.htm","Durham, NC",Fidelity Investments,Software Engineer,$60K-$74K ,"Job Description:We are looking for top engineering talent as we design, build and advance our software solutions. Well-qualified candidates have an excellent knowledge of Java, although were open to strong developers with experience in other languages or frameworks and a desire to learn. Our full stack engineers work across a range of client, middle tier, messaging, caching and database technologies including Java, Scala, TypeScript, JavaScript, WPF, SQL and PL/SQL. Roles involve working in a highly collaborative and engaging agile environment.

The Expertise You Have

Bachelors degree or higher with 4+ years experience in a technology related field (e.g. Engineering, Computer Science, etc.) required.Experience as a full stack software engineer, delivering software using agile development practices.Experience working with Java and any Java frameworks, such as Spring, Struts, and Hibernate.Exposure to coding in more than one programming language is a plus.

The Skills You Bring

You use your knowledge of testing and testability to influence better software design, promote proper software engineering and bug prevention strategies, testability and security.You are passionate about customer experience, delivering solid products, and creating the best customer experience.You have a proven track record designing and building complex end-to-end systems.You are creative, energetic, assertive hands on professional who enjoys the challenges of change.You are motivated, self-directed, and results oriented with a collaborative work style in building, designing, and reviewing code.

The Value You Deliver

Proven understanding for analyzing technical requirements, developing test plans, crafting, developing and execution automation.Strong technical skills and a passion for programming.Ability to learn new technologies quickly.Providing automation solutions for projects from an end to end perspective.Performing reviews of development code, automation strategy and test plans.Bringing a curiosity and a questioning mind-set to work, asking always about the why and the value of an activity or task.

Certifications:Category:Information Technology"
564,3.7,"$73,313","/Overview/Working-at-Watchfire-Signs-EI_IE571815.11,26.htm","Champaign, IL",Watchfire Signs,Systems Engineer,$50K-$87K ,"OverviewNOTE: Danville, IL is 2.5 hours from Chicago, 1.5 from Indianapolis, 0.5 from Champaign/Urbana.

Headquartered in Danville, Ill., Watchfire has manufactured electric signs since 1932 and LED signs, using meticulously sourced components from around the world, since 1998. Our products include indoor and outdoor LED displays, fixed digit and video scoreboards, gas price signs and digital billboards. Every aspect of our products and service is focused on giving our customers the greatest advertising tools available for developing their business and increasing sales. Our partnerships with respected, knowledgeable sign company professionals are the foundation of our collective success.

Watchfire LED signs are known for their legendary quality and reliability. We test our outdoor displays to withstand whatever nature throws at them, all to guarantee our customers years of worry-free performance. The excellence in every Watchfire sign begins with our outstanding engineering team designing a quality product. In production, we choose quality over expedience or expense. We use the best performing components available from a global market and invest the time and expense needed to evaluate and verify every aspect of our products’ design, function and serviceability. Our reputation depends on our displays looking and performing great not just on day one, but for years to come.

We developed our proprietary Ignite software to create and manage messages from design to scheduling. Whether the sign is large or small, color or monochrome, the suite of Ignite software helps create head-turning messages through easy-to-use interfaces. Watchfire has over 60,000 LED signs in operation at convenience stores, gas stations, retail outlets, banks, schools, places of worship and other locations worldwide. We also have more digital billboard customers in the U.S. than any other brand.

Job Description:

The systems engineer works within the software engineering group, to ensure that software systems, sub-systems and components are successfully integrated across hardware systems/platforms and meet the specified requirements. Establishes correctness, completeness and security of software systems assuring their quality and identifying potential improvement opportunities.

S/he selects and sets up a measurement framework characterizing software viability attributes, according to objectively quantified notions of software quality. S/he recommends system integration application implementation strategies, selecting suitable component technologies and platforms. S/he participates in designing custom integration tests, reviewing functional specifications to identify open issues. S/he selects and configures all necessary hardware and operating environments, at the appropriate level of automation and virtualization, as needed to efficiently complete all systems tasks

An individual at this level will research and implement simulators and emulators to support testing. S/he will be an expert in one or more scripting languages. General project assignments come from the Functional Manager but work may be assigned and technical supervision may come through more experienced Engineering members and/or Project Managers

Individuals at this level make strong independent contributions. S/he also assures compliance to department/company established procedures and processes.

*Watchfire is an Equal Opportunity Employer. All aspects of employment including the decision to hire, promote, discipline, or discharge, will be based on merit, competence, performance, and business needs.Responsibilities

Help create and review systems and software requirements.
Help define and support (public and private) cloud infrastructure to host and run web services and web applications efficiently. Apply cloud computing skills to deploy upgrades and fixes.
Create and maintain operating system builds/images for custom micro controllers and other custom hardware with video/audio processing capabilities.
Implement automation tools and frameworks (to support CI builds and other repetitive infrastructure tasks).
Help integrate various software and hardware components to prepare a test environment that mirrors production as close as possible. Conduct systems tests for security, performance, and availability.
Facilitate Systems Security task force, to continuously monitor and mitigate system security risks and vulnerabilities. Maintain security, backup, and redundancy strategies.
Provide level 2 engineering support for production and field issues and coordinate with senior engineers, a response plan for field/production issues.
Occasionally work on creating internal support software applications using an approved stack.
Follow company procedures and help create and maintain relevant documentation.

Required Education/Qualifications

BS in Computer Science, Electrical Engineering or a related discipline.
3 to 5 years of experience as a Systems or DevOps engineer.
Strong knowledge of desktop, server and networking technology.
Experience with Azure or AWS based solutions.
Solid Linux administration skills, preferably with Ubuntu & RHEL.
Working knowledge of scripting language to support automation tasks. Python preferred.
Knowledge of best practices in an always-up, always-available service offering.
Strong analytical, problem solving and troubleshooting skills.
Good written and verbal communication skills.

Preferred Education/Qualifications:

Experience/Expertise in embedded operating systems – Windows and/or Linux.
Experience and/or good understanding of tracking software quality metrics.
Familiarity with Agile product development methodology is a plus.
"
566,,-1,,"Tri Cities, WA","Aqtera Engineering, LLC",Senior Project Engineer,-1,"Job Title: Senior Civil Engineer LOCATION: Pasco Office

Aqtera Engineering is seeking a Senior Civil Engineer to join our Pasco team and help lead the engineering design efforts for our residential and commercial development projects. Our priority is to combine our deeply rooted commitment to service with our focus areas of expertise and carry that commitment through to the smallest project details.

Summary:

A Senior Civil Engineer is expected to be the lead technical engineer for projects and be able to supervise and mentor other design team members. Shall possess an understanding of the various land use processes and be able to identify critical path items. Demonstrate design experience and competency in the following elements: site grading design, arterial and residential roadway design, water distribution design, sanitary sewer conveyance design, stormwater design, parking lots, and commercial site design. The position requires advanced knowledge of Autodesk Civil 3D and other design software necessary to complete the above-mentioned tasks. A Senior Civil Engineer shall have good writing and communication skills, with knowledge of local agency standards and specifications.

Responsibilities and Duties

Examples of Duties and Responsibilities include the following.

· Technical lead for residential subdivision engineering design from feasibility through final plat. Tasks include:

o Preliminary and final layout design

o Stormwater management design, calculations, and report

o Grading and road design

o Utility design and modeling for water, sewer, and irrigation systems

o Creation of construction plans and documents

o Preparation and delivery of submittal packages to local agencies

o Engineering support during construction

· Technical lead for commercial site design from feasibility through certificate of occupancy.

Tasks include:

o Preliminary and final site layout design

o Stormwater management design, calculations, and report

o Grading and road design

o Utility design and modeling for water, sewer, and irrigation systems/connections

o Creation of construction plans and documents

o Preparation and delivery of submittal packages to local agencies

o Engineering support during construction

· Communicate effectively with people within and outside the office such as clients, local agency staff, contractors, surveyors, material suppliers, and other consultants.

· Continue to increase proficiency using Civil 3D and other design software.

· Continue to increase proficiency using Microsoft Office products such as Word and Excel.

· Continue to grow and develop leadership skills.

· Bring a positive attitude with a commitment to excellence in all things.

Qualifications and Abilities Education/Experience:

· Bachelor's degree from a four-year college or university or equivalent combination of education and experience.

· Two years of experience designing/engineering residential and commercial developments.

· Working knowledge of Ecologys Stormwater Management Manual for Eastern Washington, 2019.

Certificates and Licenses:

· Licensed professional engineer in the state of Washington

· Valid Driver's License.

Language Ability:

Ability to read, analyze, and interpret professional journals, technical procedures, or governmental regulations. Ability to write reports and professional correspondence. Ability to effectively present information and respond to questions from groups of managers, clients, customers, and the public.

Reasoning Ability:

Ability to solve practical problems and deal with a variety of concrete variables in situations where only limited standardization exists. Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form.

Computer Skills:

To perform this job successfully, an individual should have knowledge of Microsoft Office; spreadsheet software; design software (i.e. Civil3D) and internet software.

Work Environment:

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

The noise level in the work environment is usually moderate.

While performing the duties of this job, the employee is occasionally exposed to outdoor weather conditions.

Physical Demands:

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is regularly required to stand; walk; sit; use hands; reach with hands and arms and talk or hear. The employee is occasionally required to stoop, kneel, crouch, or crawl. The employee must occasionally lift and/or move up to 30 pounds. Specific vision abilities required by this job include close vision, distance vision, peripheral vision, depth perception and ability to adjust focus.

Benefits

After the Introductory Period of 90 days, in addition to the salary, Aqtera, LLC would be pleased to offer:

· Vacation 2 weeks (Paid Time Off includes Sick Leave)

· Paid Holidays New Years Day, Memorial Day, Independence Day, Labor Day, Thanksgiving Day, Christmas Day, and one floating holiday

· Individual Health Insurance Coverage - (eligible first day of the month following 60 days of employment)

· Eligible for optional FSA

· 401K Enrollment eligible the first day of the month following 90 days and per Plan Documents (includes employer discretionary contribution typically 3% of eligible compensation)

· Eligible for optional enrollment in AFLAC Insurance

Job Type: Full-time

Experience:

Design/Engineering: 2 years (Required)

Education:

Bachelor's (Required)

Location:

Tri-Cities, WA (Required)

License:

Driver's License (Required)Profession Engineering (Required)

Language:

English (Required)

Work authorization:

United States (Required)

Working Days:

Monday (Required)Tuesday (Required)Wednesday (Required)Thursday (Required)Friday (Required)

Additional Compensation:

Bonuses

Work Location:

One location

Benefits:

Health insuranceRetirement planPaid time offProfessional development assistance
"
567,4.0,-1,"/Overview/Working-at-AM-NS-Calvert-EI_IE1405320.11,24.htm","Calvert, AL",AM/NS Calvert,Electrical Automation Engineer,-1,"






 Electrical Automation Engineer







Requisition ID: 10939

Reflected in our name, AM/NS Calvert is a joint venture between ArcelorMittal and Nippon Steel Corporation, two of the world’s leading steelmakers. We use the most innovative technology to create the steels tomorrow’s world will be made of. As part of ArcelorMittal, every day over 190,000 of our talented people, located in over 60 countries, push the boundaries of digitalization and use advanced technology to create a world that is stronger, faster and smarter. Our strength comes from having a rich tapestry of high-performance, multi-cultural teams, each of them working together effectively to achieve the same organizational goals. AM/NS Calvert promotes an innovative, diverse team experience, while supporting our team members in advancing their careers

Located in Calvert, 35 miles north of Mobile, Alabama, our state-of-the-art steel processing facility has the capacity to process 5.3 million tons of high-value steel grades in the North America market. We are constantly striving to work safer and smarter, and to make our products stronger, lighter and more sustainable so we can meet the ever-changing needs of our customers, our communities and the wider world.

OVERALL RESPONSIBILITY:

Provide on-site Automation Engineering support to meet the business goals of the Hot Dipped Galvanizing lines in Calvert, AL

ACCOUNTABILITIES:

Provide technical leadership in a highly automated production facility
Lead and participate in continuous improvement projects to increase productivity, availability, and efficiency regarding Galvanizing line and Inspection line automation
Lead and participate in root cause failure analysis
Continuous optimization of process automation systems utilizing process data, P80i (GE software), S7(Siemens software), etc.
Lead and participate in the commissioning of new equipment
Improve process automation by leading and supporting electrical improvement projects
Responsible for planning improvement activities using SAP software
Support training, coaching, and mentoring for maintenance technicians and operations team members
Full compliance with both Safety and Environmental standards
Work in interdisciplinary teams during process improvement activities
Work with Process Engineers and Mechanical Engineers regarding day-to-day line activities

Fulfills the commitment to ensure a safe and healthy work environment
Fulfills the responsibilities required to achieve the Quality Commitment
Demonstrates commitment to teamwork by fostering an environment that embodies trust and respect
Ensure working knowledge of competencies as defined in ISO 14001:2015, IATF 16949:2016 and ISO 17025:2017

EDUCATION & ACCREDITATION:

Bachelor’s Degree in Electrical Engineering, Instrumentation Engineering, Industrial Electricity or related field required

KNOWLEDGE:

Demonstrate experience regarding Low/Medium voltage distribution systems, motor control systems, etc.
Industrial process automation systems
PLC Process Sequences
GE P80i, Siemens S7, Siemens TIA Portal, and Human Machine Interface Systems
Motor Control utilizing Variable Frequency Drives including regulation via PLC systems
LAN systems, Profibus communication, and Canbus communication
Microsoft Office Products, Microsoft Project, etc.
Industrial Safety Systems


SKILLS:

Demonstrates strong decision-making, analytical, and problem-solving skills
Able to competently handle a fast-paced environment, with strong organizational, multi-tasking, and prioritizing skills
Ability to deal sensitively with confidential material
Demonstrates strong interpersonal communications skills, written and verbal
Demonstrates strong work ethic and displays a high degree of professionalism
Interest and ability to work at our site location in Calvert, Alabama

TOOLS & EQUIPMENT:

Laptop, Desk Phone, Cell Phone

WORKING CONDITIONS:

Mill/Office Environment

HOURS OF WORK:

Days, Monday to Friday with extended hours as required due to periods of peak workloads

Please note: The Job Profile is only a summary of the typical functions of the job, not an exhaustive or comprehensive list of all possible job responsibilities, tasks, and duties.

If you need an accommodation to complete any part of the application process due to a disability or medical condition, you may call 251-289-3000 or email AMNS.ApplicantTracking@arcelormittal.com to communicate your accommodation request. Do not email your application materials to this email address. Application materials sent to this email address will not be considered.

AMNS Calvert is an EEO Employer: Race, Color, National Origin, Religion, Sex, Sexual Orientation, Gender Identity, Disability, Age, Vet, and Other Protected Group Status.






Nearest Major Market: Mobile AL

Job Segment:

 Medical, Engineer, Electrical Engineering, ERP, Electrical, Healthcare, Engineering, Technology"
569,3.8,-1,"/Overview/Working-at-NoFraud-EI_IE1975626.11,18.htm","New York, NY",NoFraud,Senior Software Engineer (Node.js),-1,"We are looking for a talented individual who resourceful, logical, proactive and who is passionate about what she or he does. You will work with upper management to define software requirements and take the lead on operational and technical projects. In this role, you should be able to work independently with little supervision. You should have excellent organization and problem-solving skills.

If you have extensive hands-on experience in software development and agile methodologies, wed like to meet you.

Responsibilities:

Develop high-quality software design and architectureIdentify, prioritize and execute tasks in the software development life cycleDevelop tools and applications by producing clean, efficient codeAutomate tasks through appropriate tools and scriptingReview and debug codePerform validation and verification testingCollaborate with internal teams and vendors to fix and improve productsDocument development phases and monitor systemsEnsure software is up-to-date with the latest technologies

Skills:

Proven experience as a Senior Software EngineerExtensive experience in software development, scripting and project managementExperience using system monitoring tools (e.g. New Relic) and automated testing frameworks2-3 years of DevOps experienceExperience with programming framework Node.JSKnowledge of Ruby-on-Rails preferredIn-depth knowledge of relational databases (e.g. PostgreSQL, MySQL) and NoSQL databases (e.g. MongoDB)Cloud System experience requiredAgile/ Scrum experience preferredFamiliarity with various operating systems (Linux, Mac OS, Windows)Analytical mind with problem-solving aptitudeAbility to work independentlyExcellent organizational and leadership skillsExcellent communication skillsComfortable in the start-up environmentBSc/BA in Computer Science or a related degree

Experience:

Node.JS: 2 years (Required)Software Development: 5 years (Required)Ruby on Rails: 1 year (Preferred)Agile/Scrum: 2 year (Preferred)

Salary: There are multiple positions available and the salaries are competitive based on the candidate's experience and the level of expertise.

Job Type: Full-time

Experience:

ROR: 1 year (Preferred)Node.js: 1 year (Required)Software Development: 5 years (Required)

Work Location:

One location

Benefits:

Health insurancePaid time offFlexible schedule

Visa Sponsorship Potentially Available:

No: Not providing sponsorship for this job

This Job Is:

A Fair Chance job (you or the employer follow Fair Chance hiring practices when performing background checks)

Schedule:

Monday to Friday
"
570,4.1,"$91,192","/Overview/Working-at-Enroute-Computer-Solutions-EI_IE263741.11,37.htm","Egg Harbor Township, NJ",Enroute Computer Solutions,Senior Software Developer,$75K-$110K ,"The Software Developer supports development of a suite of software used nationwide to support Federal Aviation Administration/FAA air traffic control maintenance activities. This position is responsible for the design, development and test of software related to ATC - Air Traffic Control services, implementation of interface software, portable and flexible database products, signal and data processing for optical sensors, and the displays and controls that optimize the operator-machine interface. Duties will also include contributing towards continuous improvement in both code and process, and collaboration with a cross-functional team. Applicants selected will be subject to a government security investigation and must meet eligibility requirements for a Position of Public Trust.
Minimum Requirements/QualificationsEducation: Bachelor’s Degree in Computer Science, Engineering, Math, or Physics with a minimum of thirty (30) semester hours in a combination of math, statistics and computer science.
Experience:

5-10 years experience with a formal software development process
Experience using one or more of the following languages: C++, PHP, C#, ASP, Python, ASP .NET, Java, Linux Unix
Experience with MS Office Products
Experience with TFMS or Micro-EARTS a plus

Skills, Abilities & Certifications: 

Excellent oral and written communication skills
Excellent analytical and problem solving skills

"
571,3.7,"$56,452","/Overview/Working-at-Vermont-Information-Processing-EI_IE272901.11,41.htm","Colchester, VT",Vermont Information Processing,Database Engineer,$54K-$61K ,"Job Location: Colchester, VT
We are seeking an experienced database engineer to work on the creation of new, enterprise level systems as well as the maintenance of existing infrastructure. We are looking for a high energy, self-starter who loves to collaborate with various development teams.
Job Requirements

SQL development
Create and maintain complex SQL scripts and stored procedures
In-depth knowledge of referential integrity constraints and indexing
Ability to understand and enhance complex database models
Follow (and if necessary, refine) in-house coding standards
Troubleshoot/bug-fix SQL
Performance optimization of SQL
Database administration
Maintain transactional processing application’s databases and data warehouse
Support application development staff with database design and implementation
Able to manage all the stages of software development
Use database code repositories for change management
Profile server resource usage and optimize as necessary
Assist in Compliance efforts to include, reporting, auditing and implementation.

Knowledge, Skills & Abilities

Ability to function well in a fast-paced, dynamic environment with competing priorities
Ability to build strong working relationships across the organization
Strong communications, both written and verbal

Experience/Education

Minimum of 4 years of solid relational database experience
Minimum of 2 years working with MS SQL Server
Primary database: MS SQL Server, work with Snowflake, Netezza, and DB2 a plus

All full time job offers are contingent upon passing a pre-employment drug screening and background check.
LOCAL APPLICANTS ONLY"
572,,-1,"/Overview/Working-at-Accelerance-EI_IE1722526.11,22.htm",Remote,Accelerance,"Sales and Business Development Director - Software Engineering Consulting, Staffing, and Services",-1,"How does making $300,000 in your first year and $400,000 in your second year sound? This is possible because you’ll continue to get paid on deals you closed the prior year. 

Of course, earning at this level is a lot easier when you have something unique and valuable to bring to your customers. (Keep reading, and I promise we’ll get to this.)

And equally important is the fact that you’ll find and close deals faster when you get lots of support from the CEO, the Sales Leader, a VP of Delivery, and a Marketing team. (Good news, you get all four here.)

Out of curiosity, have you been to the misty waterfalls, deserted beaches, and protected jungles of Costa Rica? It’s fun to travel internationally, bring your clients along, and work with people all over the world.

Here’s the rub, you’ve got to have some experience and lots of interest in talking about software development with CTOs, Engineering Directors, and the like.

So if you’ve checked that box...

At Accelerance, you can be a part of a profitable company with a 20-year track record. What’s more, you can participate in and grow with our plan for rapid expansion. This means plenty of career development and opportunities for you.

Why do our customers love us? We help them find the very best software development partners.

What sets us apart from our competitors? We’ve certified the top 3% nearshore and offshore software development firms from the 8,000 we’ve visited and evaluated. No one else has done this. And basically we have unlimited capacity with 30,000+ engineers within our certified partner model.

How does this help you? You’ll be armed with proven partners and case studies that are tailor-made for your customers. This means easier selling.

What’s more, you’ll have open access to sales and marketing tools, including ZoomInfo, Sales Navigator, HubSpot, and social media outreach.

Your mission will be to:

Prospect and close deals with customers who need the right partner for building software. 
Sell consulting services that will increase your customers’ success when working with nearshore and offshore firms.
Build long-standing trusted-advisor relationships with your customers.


And of course, you’ll receive employee benefits:

Healthcare,
Life insurance & disability,
Paid time off,
Flexible schedules,
Additional allowances and perks.

We appreciate that your resume may not be up to date. No problem, just send us what you have. Or if you prefer, look up our recruiting partner, Anthony Caputi, Managing Director of Ezekiel, on LinkedIn and message him there."
574,3.4,"$77,597","/Overview/Working-at-General-Dynamics-Information-Technology-EI_IE18661.11,50.htm","Tinker AFB, OK",General Dynamics Information Technology,Software Senior Developer (secret required) - Tinker AFB - Oklahoma,$62K-$98K ,"Type of Requisition:RegularClearance Level Must Currently Possess:Interim SecretClearance Level Must Be Able to Obtain:SecretSuitability:No Suitability RequiredPublic Trust/Other Required:NoneJob Family:Software DevelopmentJob Description:

We work with the Department of Defense to keep our nation and our allies always one step ahead. Combining proven strategies and technology innovations, we streamline, connect, and secure even the most complex and critical teams.

General Dynamics Information Technology is looking to fill immediately a Software Senior Developer at Tinker AFB in Oklahoma City, OK. You must have active DOD secret clearance and be local to Oklahoma City to be onsite.

The selected candidate will design, document and program approved modifications and/or enhancements to the programs that fall under the G081 system umbrella to include Flight Following, LEAP, Global Reach, and Dropped Objects. Some of the specific tasks include:

Develop and maintain Internet/Intranet application programs on various system platforms (UNIX and NT) using Visual Basic, HTML, Java, XML, WebFOCUS (8.0.0.6M or higher) and Oracle Application Server, WebFOCUS App Studio, Ultra Edit, TOAD version 12,Oracle.Develop and maintain Oracle views, oracle stored packages, stored procedures, and build reports that use stored procedures.Apply knowledge of JavaScript, and JQuery.Develop parameter driven compound reports using WebFOCUS (8.0.0.6M or higher) and document the various steps taken during all phases of development and implementation.Program and document special databases, and office products to meet the needs of Logistics users using general and special tools such as Structured Query Language (SQL) techniques in support of MS Office, ORACLE and Microsoft (MS) SQL Server databases.Design, document, and execute data extraction programs against various mainframe databases containing critical Logistics and C2 information and other documents to include data from logistics data warehouses and online transaction processing.Researches, designs, develops, and/or modifies enterprise-wide systems and/or applications software.

Required Qualifications:

Active DOD Interim Secret clearance; preferrably secretCompTIA IAT Level II (Security+CE or equivalent)BA/BS, and 5+ years’ experience or related experience in software development; preferably 9 years’ experience

#transitioningmilitary #cjobs #dicepost #gdpost #Defense #kmp #GDITPriority #USAF

Scheduled Weekly Hours:40Travel Required:NoneTelecommuting Options:Telecommuting Not AllowedWork Location:USA OK Tinker AFBAdditional Work Locations:We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class."
576,3.1,"$98,288","/Overview/Working-at-Vyaire-Medical-EI_IE1414619.11,25.htm","Irvine, CA",Vyaire Medical,Senior Software Engineer,$85K-$106K ,"Senior Software EngineerAbout US

At Vyaire, we help the world breathe easier. As a global leader in respiratory care, we know what we do enables, improves and extends lives. We are a young company with a long history of revolutionary products. We devise extraordinary solutions that allow patients to lead ordinary lives. We believe the best way to create value for our customers, is to become invaluable. We know a dynamic culture with diversity of thought makes this possible. Our colleagues are people who specialize in exceeding expectations, building lasting relationships and making it a priority to listen. We are dedicated to anticipating what’s next and get it done. We thrive on contributing and making a difference.

To learn more, visit our website: www.vyaire.com

Watch our video: https://www.youtube.com/watch?v=ZDrQoMbMRrI&feature=youtu.be

About this role

Vyaire teams are dedicated to connecting clinicians and patients with the highest quality respiratory healthcare solutions in the market. At Vyaire, you will find a company that puts the customer at the center of all we do. Our culture is one that rewards performance and each interaction we have with a customer furthers our mission to be the global leader in respiratory care.

As a Software Engineer, you will be responsible for the designing, improving, sustaining, testing, and documenting of embedded real-time software system for our ventilators. These are complex devices with actuators, sensors, electronics, external interfaces, GUI, pneumatic flow and pressure controls, etc.

Essential Functions:

Detect and eliminate software design errorsDesign and develop automated test scripts for system regression testImprove software robustness by refactoring complicated designsImprove efficiency and robustness build-release tools and processConform to medical device software development regulationCreate software architecture documents, software design documents, code review reports, etc.

Qualifications:

BS or MS degree in Computer Science, Computer Engineering or equivalent field4+ years of experienceExcellent verbal and written communication skillsStrong in analytical/debugging skillExperience with programming languages like C/C++ and C#Experience with scripting languages Lua, Python, or equivalentSolid understanding of Structured Design and Object-Oriented Design conceptsSolid understanding of basic computer science structures and algorithmsFamiliar with Scrum/Agile development methodologiesFamiliar with electronic test equipmentFamiliar with real-time operating systemFamiliar with Microsoft Visual Studio IDE, Git, JiraFamiliar with Windows CE is a plusFamiliar with low-level hardware interface is a plus


Irvine, CAFull time"
577,4.9,"$80,000","/Overview/Working-at-Kin-Insurance-EI_IE2124326.11,24.htm","Chicago, IL",Kin Insurance,Software Engineer,$60K-$100K ,"At Kin, we’re looking for self-motivated thinkers ready to make a change for our customers. We value tackling challenges and breaking down walls – but being chill about it.
Kin Insurance is an insurtech startup that sells affordable, user-friendly homeowners insurance. Unlike many startups that gather users and figure out how to be profitable later, we are selling a product that homeowners need and depend on now. We’re innovating in an industry largely untouched by tech, so we are always thinking big. 
We believe autonomy is key to job satisfaction, which is why we say the person closest to the problem should solve it. It’s also why we offer unlimited vacation time: we trust in our team to manage their own projects and time. If you want the chance to develop your skills, work with some of the best minds in the industry, and see what you’re really capable of, come learn and grow with us.
About the Development Team
You’ll be part of a growing company and a growing but lean development team. In practice, that means you’ll have the support you need to get your work done, but you’ll also have to be familiar with the whole code base and all of our products and services. Our team is business-minded, so everyone has good working knowledge about the company, fundraising, and the insurance industry. The dev team is also cross-functional, so you’ll work with our insurance experts, quality assurance, product team, and operations very closely. 
We’re very product-focused and don’t let tech fads get in the way of shipping new features—but we also value clean code, automated testing, and other sustainable practices.
In short: we move fast, are excited about the work we do, and don’t let non-essentials get in the way of building great products. 
So, What’s the Role?
You will collaborate daily with various members of our development team, creating and modifying software to improve our customers’ experience. Our main goal at Kin is to make insurance accessible and affordable, and much of this stems from innovation and efficiency.
A Day in the Life May Include:Writing clean, maintainable, and efficient code in Ruby on Rails (with some Javascript and Python)
Collaborating with various members of the development team to complete multiple projects. We’re a startup, so we’ll keep you busy
Providing subject matter expertise and support.

I’ve Got Skills, But Do I Have the Necessary Ones?
You might be a good fit if you are:Comfortable in a startup environment – we’re fast-paced, self-motivated, and determined to change the industry
A fast learner, ready to bring previous knowledge to this position and continue developing along the way
A professional developer with a minimum of 3 years of previous experience
Experienced with designing Ruby, Python, or Node applications
Familiar with fintech – a plus, but not required.

At this time, we are unable to sponsor employment visas.
Oh, and We’ve Got You Covered
Being in the insurance industry, we recognize the importance of comprehensive benefits for you and your family. That’s why we provide a variety of options and coverage levels to customize a plan that fits your needs. These are just some of the benefits and perks we offer:
MedicalDentalVisionCommuter benefit plansFlexible PTOFlex spending accounts401kPaid Parental LeaveDisability insuranceLife insuranceOnsite gym membershipCompany-provided lunch several times a monthRotating option of daily snacksSodas, unlimited flavored waters, coffee
"
578,4.2,"$135,314","/Overview/Working-at-Contino-EI_IE1389490.11,18.htm","Reston, VA",Contino,Senior DevOps Engineer,$125K-$154K ,"Contino is changing the game in DevOps, Cloud and Container based consultancy services. We enable enterprise organizations to streamline their processes, reduce costs and increase efficiencies. We deploy teams to client sites to help change mentalities and approaches by facilitating a DevOps culture through upskilling and pair programming.

We've built an outstanding team of technologists and are an advocate for challenging intelligent and hardworking individuals, like you! We are a team of fun, dedicated and professional people with a keen eye for innovation, curiosity and a love of technology.

If you are motivated by challenges and encouraging teams to fall back in love with their jobs, we're the place for you!

Please note that this role requires travel to client sites, but does not require relocation. The typical travel week is Monday-Thursday onsite, Fridays remote. This schedule varies from customer to customer, but you must be comfortable with weekly travel.

Requirements

Experience and a deep understanding of working within a DevOps environment Proven technical background/understanding in DevOps, Software Engineering or Infrastructure Engineering so that you're able to understand high level technical briefs, talks and ideas Experience of the full software delivery lifecycle and working in complex enterprise environments Strong experience in AWS, Azure and/or GCP Experience with CI/CD Strong grasp of container technology including container orchestration with tools such as Kubernetes, Rancher, Docker Swarm, Nomad or similar Solid experience with either Puppet, Chef, Ansible or Saltstack Solid understanding of Microservices and APIs Experience and interest in working in an Agile environment Bonus points for experience with Terraform, Git, Ruby, Python, Lambda and Golang


Additional Skills


Demonstrates technical prowess, e.g.: Guide others across toolsets; demonstrate expertise with automation Demonstrates consulting skills, e.g.: Support the definition of stories and tasks to deliver on project/sprint goals; support the running of Agile ceremonies

You Will Thrive Here If You…

Consider yourself a specialist on cloud platforms and services Have a proven track record in DevOps Thrive on teamwork and helping your clients exceed their goals You don’t put your headphones in and zone out at the start of every shift.

***Please be advised this role will involve travel.***

Benefits

Why Contino?

You enjoy surrounding yourself with hardworking, highly experienced people who will support and push you to be your absolute best. And most meaningful to us, you believe in respect for your ideas and appreciate recognition for hard work and a job well-done.

You also want a competitive salary, 100% company-paid health benefits, a 401(k), ample time off and a company-sponsored professional training budget.

Contino provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment."
