title,company_name,rating,location,estimate_salary_range,estimate_salary_point,job_description,company_link
Senior Data Engineer,Figure Eight,3.9,"San Francisco, CA",$130K-$148K ,"$135,950","About Us

Figure Eight is the essential Human-in-the-Loop Machine Learning platform for data science and machine learning teams. The Figure Eight platform transforms unstructured text, image, audio, and video data into customized high-quality training data to make AI work in the real world. Figure Eight's technology and expertise supports a wide range of use cases including autonomous vehicles, intelligent personal assistants, medical image labeling, consumer product identification, content categorization, customer support ticket classification, social data insight, CRM data enrichment, product categorization, and search relevance.

Headquartered in San Francisco and backed by Canvas Ventures, Trinity Ventures, Industry Ventures, Microsoft Ventures, and Salesforce Ventures, Figure Eight serves Fortune 500 and fast-growing data-driven organizations across a wide variety of industries. For more information, visit www.figure-eight.com.

About the Role

Figure Eight users range from engineers and data scientists to subject matter experts creating training data for machine learning. You will be working on the most important problems in technology today: how can humans and AI collaborate to solve important and sometimes complicated tasks?

As a member of our core team, you will design, build, and improve on tools used by many of the most widely-known tech companies with large-scale machine learning initiatives active today. This may include collecting and managing training data for AI models, evaluating the performance of the machine learning models used by that data, or building infrastructure and managing data pipelines. Specifically, you will work on a generalized annotation API that consists of both automated and human-driven annotation tools for 2D and 3D images, video, text, and audio data. The platform will combine human input (eg: bounding boxes on objects) and Machine Learning input (eg: automatic object tracking in videos) for maximum efficiency and effectiveness. You will be on a cross-functional team collaborating with members of the Product, Machine Learning, Dev Ops, and Backend Engineering teams.

Your work will consist of implementing new features and services, maintaining infrastructure, and migrating existing services to a SOA/microservice-based architecture. Youll mentor less experienced developers and constantly work on improving your own skills and the quality of our code-base. For more about what we build, please visit www.figure-eight.com/overview

The Ideal Candidate:

You enjoy thinking about and working on enterprise-level data management systems. You are looking for a company at the epicenter of a rapidly-developing machine learning industry and are driven by a hunger to learn and develop your skills. You are passionate about working on a project that contributes meaningfully to the further development of technology and to humanity as a whole. You care about best practices and you choose the tools you work with judiciously and deliberately. You have strong analytical skills, an unwavering commitment to quality, an open-minded and collaborative work ethic, and cutting-edge coding skills.

Responsibilities / Opportunities:

Build & maintain low-latency, high-scalability data pipelines in service of our human-in-the-loop machine learning workflows platform.
Build & maintain adapter services for ingesting data from a wide variety of streaming and batch-based sources.
Build & maintain services for throttling, backpressure, schema management, and normalization.
Implement QA and testing strategies. Promote best practices for writing maintainable code.
Participate in selecting tools and setting development standards at Figure Eight.
Ability/readiness to develop excellent working relationships with a diverse team of peers across organizations (Engineering, QA, DevOps, Product, Design, et al).

Competencies:

5+ years of software development experience in cloud-based, multi-tiered, enterprise application systems.
5+ years managing data platforms/engineering using enterprise service bus or message-based architectures, such as Kafka, Redis, RabbitMQ, or similar.
3+ years production environment-level experience with Ruby on Rails application development.
Hands-on experience with developing microservices and successfully building products using SOA.
Hands-on experience with event-sourcing and functional programming patterns.
Hands-on experience with AWS, Git, Docker, Gradle, Jenkins, Jira, and Confluence.

Nice-to-have Competencies:

Familiarity with batch processing and workflow tools such as Airflow, Luigi, Celery, or others
Prior production experience with Python, Java, and/or Scala.
Familiarity with basic machine learning concepts.

Figure Eight offers an attractive total compensation package including outstanding benefits and stock options. Learn more about our culture at https://www.figure-eight.com/company/careers/.","/Overview/Working-at-Figure-Eight-EI_IE553483.11,23.htm"
"Senior Software Engineer, Machine Learning Tools",Argo AI,4.4,"Palo Alto, CA",$178K-$216K ,"$204,570","Argo AI was founded to tackle one of the most challenging applications in computer science, robotics and artificial intelligence with self-driving vehicles. Argo AI is developing and deploying the latest advancements in artificial intelligence, machine learning and computer vision to help build safe and efficient self-driving vehicles that enable these transformations and more. The challenges are significant, but we are a team that believes in tackling hard, meaningful problems to improve the world.

We are building a high-performance team that is excited by complex engineering challenges and is passionate about making transportation safer, more affordable and accessible for all.

Machine Learning Data & Services provide sensor log data, ground truth labels and accompanying platform and services, for training, testing and validating machine learning models, as well as any AV algorithms or systems that can benefit from accurate annotations. Our end-to-end services include request, data collection/mining, taxonomy management, pipelines (manual or semi-automated), metrics, validation and access/query of such data. Endless exciting challenges exist as we develop new, innovative tools and services that incorporate, visualize, manipulate and interact with both human and machine-generated labels. We are hiring Senior Software Engineers adept in designing and developing rich data visualization and manipulation web tools and supporting services to accelerate our innovation in ML development lifecycles.

What you'll do:

Leverage modern web programming languages and frameworks such as TypeScript, React, and D3.js to create rich yet streamlined interactive tools and services
Work cross functionally with ML team members to investigate and establish novel application approaches to visualize, annotate and manipulate 2D and 3D data coming from multi-modal sensors (such as camera, LiDAR, and radar)
Participate in agile development process from planning, estimation all the way to optimization, maintenance and support in a test- and monitoring-driven environment practicing CI/CD releases
Investigate new approaches and technologies that can be leveraged for next generation solutions

What we're looking for:

Degree in Computer Engineering, Computer Science, Electrical Engineering, Robotics or a related field
Experienced in modern front end web application software development
Proficiency in DOM, CSS3, HTML5, JavaScript, Java or Python and RESTful API design.
Experience with WebGL or JavaScript 3D libraries, React and TypeScript highly desired
Strong problem solving, analytical and OOP skills.
Strong written and verbal communication skills

At Argo AI, we have a strong emphasis on creating a highly effective team environment. Thus, we seek candidates that can work effectively with others across a broad range of disciplines.

Argo AI is an equal opportunity employer that believes in diversity as a strength and is committed to creating an inclusive environment for all employees.

We know it takes competitive benefits to fuel a team that works hard and enjoys the challenge. At Argo AI, you can expect stellar perks to support your best self:


High-quality individual and family health, dental, and vision insurance
Competitive compensation packages
Employer-matched 401(k) retirement plan
Paid parental leave
Unlimited vacation
Daily catered lunches and snacks
Free onsite or adjacent parking
Commuter reimbursement
Fitness reimbursement
Professional development reimbursement

Argo AI is a LinkedIn Top 50 Startup","/Overview/Working-at-Argo-AI-EI_IE1568279.11,18.htm"
Engineer. Software Engineering,Cisco Systems - Engineering - Software,4.1,Division of Cisco Systems,$83K-$138K ,"$109,066","Who You'll Work With :The Enterprise Networking Business (ENB) Cisco's largest business group by revenue, profit, and contribution margin of $12 bn+. Enterprise edge products that integrate industry-leading routing, application services, security, and voice/video features with new technologies such as virtualization, 4G/5G/LTE mobile data, cloud-based IT applications, DNA, SDA, Wireless, Switching, Routing, SD-WAN, Data Center and ACI. Customers range from small businesses to the world's largest retailers, financial institutions, and IT service providers. Our customers likely include your bank, apparel retailer, grocery store, superstore, and maybe even your favorite coffee shop.

Driving innovation and increased customer value has enabled Cisco Enterprise Networking to maintain market share leadership in a results-oriented environment.ResponsibilitiesWe are looking for a highly upbeat, motivated and technically sharp senior network engineer for the next generation enterprise solutions organization.

As the senior engineer, you will be working on end to end solution testing for a fast growing and industry leading Enterprise solutions in the space of SDA, DNAC, cloud, virtualization and security solutions, working closely with developers, internal and external customers to fix the bugs in the products. You will be responsible for implementing/operating/troubleshooting SDA/DNAC/Wireless solution in a customer zero network in Cisco SJC Campus.

The role demands close collaboration with product engineering teams and cross-functional teams such as Development engineering, Product Marketing, CX (Customer experience) and customer-facing operations like Systems Engineers, Escalation etc.

The ideal candidate demonstrates a solution-level focus while understanding the impact of every component with experience of balancing challenges arising out of front-end and back-end phases of the development life cycle. Should be proficient to define and calibrate test efficacy.

Broad knowledge and exposure to networking, security and security management are important for success in this role.Required Skills:

CCNP, CCIE or proven relevant experienceIn depth understanding of networking technologies and computer networks is required.System/solution/performance test backgroundGood understanding of different routing protocols, including OSPF, ISIS, EIGRP, RIP, BGP, Multicast, 802.11x CAPWAP, DHCP/DNS, QoS, MPLS L2VPN, L3VPN, IPSec, IPV6, SDA/DNAC, TrustSec, VxLAN, LISP, Cisco ISE, SD-WAN ACI.In-depth experience with different Cisco Products, including Catalyst switches, Wireless Controllers, APs ISR, ASR1K, Nexus switches, UCS, Cisco Firewalls.Good understanding of wireless technologies and different wireless platforms (e.g. Wi-fi 6, Cisco WLC, eWLC, ECA, Fabric enabled Wireless, OTT)Knowledge of Clould networking technologies, like AWS, GPC, Azure, etc.DevOPs programming and scripting experience in Python and Linux is a plus.Outstanding troubleshooting skills in a complex network environment and work with the developers and aim to fix the issue in the product.Good communication and analytical skillsPassionate about networking technologies and automationExcellent team and people skillsProactive, take ownership for initiatives and work you're doing, willing to work in a dynamic environmentYou are self-motivated, self-driven, excellent great teammate and should be flexible to work on any assigned tasks and adjust to changing business priorities and plans.Education Typically requires MS EE/CS combined with 6+ yrs related experience, or BS EE/CS combined with 8+ years of related experience.

Why Cisco:#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward.

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","/Overview/Working-at-Cisco-Systems-Engineering-Software-EI_IE1425.11,24_DIV1488034.htm"
DevOps Engineer,FluentStream Technologies ,3.7,"Denver, CO",$94K-$117K ,"$104,945","Take part in the explosive growth this industry has to offer. If you have a passion for DevOps, are hungry to learn, and are looking for a creative, fun and friendly workplace where you get to develop software that will transform the industry, we would love to get in touch with you. Our ideal candidate must have 3+ year’s experience in mission critical Cloud operations and DevOps engineering and has a strong understanding and experience working with Linux operating systems; specifically troubleshooting and providing administration.

Responsibilities Include:

Troubleshooting network, OS, and application issues for a complex distributed cloud-based communications platform.Automating infrastructure build-outs and deployments for web, database, and application servers and containers with an emphasis on scale.Defining and developing strategies for systems logging, monitoring, and reporting to facilitate pro-active service repair and resource allocation planning.Helping to establish and document the technical architecture and procedural standards required to meet the organization’s goals for high availability and reliable service.

Candidates Must have:

2+ years working with virtualized environments and containers (Docker, Kubernetes)Working knowledge of configuration management, monitoring, and unified logging (SaltStack, Ansible, Terraform, Nagios, ELK Stack)Solid understanding of general networking principles and common protocols

Ideal candidates will have:

Prior work with Asterisk, SIP, or telephony in generalExperience operating a full Linux production stack in a cloud environment (CentOS, CoreOS, Debian, Google, Digital Ocean)Knowledge of RDBMS and NoSQL databases (MySQL, MongoDB, Redis)Familiarity with standard development tools and deployment pipelines (git, CI/CD)GrafanaElasticSearchPromethiusGoLang

We’ll hire the candidate that:

Enjoys solving problems through the entire application stackIs able to take loose requirements, work with others to figure out what needs to be done, and drive a project forwardCares about quality and know what it means to ship high quality code and infrastructureMentors and inspires others to raise the bar for everyone around themLoves to collaborate with their peers, designing pragmatic solutionsHas experience working in an Agile environment

What We Offer:

Health Insurance, Dental Insurance, VisionGenerous PTO policy, paid leave401k PlanCompany equity programEducation ReimbursementFancy espresso machine, dog-friendly, and free beer!
","/Overview/Working-at-FluentStream-Technologies-EI_IE667176.11,36.htm"
Solutions Software Engineer,DeepMap,4.9,"Palo Alto, CA",$104K-$151K ,"$139,259","We are looking for motivated ADAS engineers with a strong passion for the self-driving car industry, maps, machine learning, and big data. If you are an independent problem solver, have a strong drive to excel, and are looking for opportunities to make a big impact, this is the right place for you.
Responsibilities:

Work on multiple on-vehicle compute platforms
Own Execution and Management of Customer Projects
Collaborate with our customers’ engineering teams and management teams.
Set up test frameworks for each platform
Ensure our software meets performance and accuracy specifications on each platform
Optimize our libraries to take advantage of available hardware (GPU/FPGA/processor specific etc.)

Minimal Requirements:

BS/BA degree in Computer Science or Electrical Engineering, related technical field or equivalent practical experience with 4+ years professional software development experience in ADAS or related fields
Direct Customer Interaction on complex projects
Solid knowledge with C/C++ and embedded systems
Proven experience with real time firmware
Proven experience with low latency/safety critical systems
A strong team player and leader

Preferred Requirements:

Master's in CS, EE or related technical field
5+ yr experience in developing ADAS systems for Senior position
2+ yr experience in developing ADAS systems for Junior position
Expertise integrating sensors/cameras
Experience with Safety-critical system
Experience with embedded distributed systems
Solid background in mathematics, working knowledge of computer graphics and image processing/understanding
","/Overview/Working-at-DeepMap-EI_IE1980571.11,18.htm"
Principal Software Engineer,Sharecare Inc.,3.3,"Atlanta, GA",$150K-$200K ,"$175,000","Sharecare is the digital health company that helps people manage all their health in one place. The Sharecare platform provides each person -- no matter where they are in their health journey -- with a comprehensive and personalized health profile, where they can dynamically and easily connect to the information, evidence-based programs and health professionals they need to live their healthiest, happiest and most productive life. With award-winning and innovative frictionless technologies, scientifically validated clinical protocols and best-in-class coaching tools, Sharecare helps providers, employers and health plans effectively scale outcomes-based health and wellness solutions across their entire populations. We are always looking for people that value the opportunity to work hard, have fun on the job, and make a difference in the lives of others through their work every day!

Job Summary:

Seeking a Software Engineer to contribute to a new cutting-edge platform supporting big name partners and customers. In this fast-paced environment, the team works with Product, QA, Operations, and Analytics to meet business needs. This position is a chance to join a highly collaborative agile team working on breaking new ground in the health information industry.

An ideal candidate should be a fast learner of new tools and technologies. The candidate should be comfortable with enterprise Java (Spring Framework) and NodeJS. Strong analytical skills are a big plus when working with relational and document databases. The candidate should be familiar with back-end and front-end development, and be able to follow requirements documents while voicing his/her opinions on possible improvements and innovations.

Essential Functions:

Independently design, develop and modify clean RESTful micro-services and backend applications that conform to company standards and best practices
Solve complex technical problems
Build libraries to be leveraged across the enterprise
Exhibit passion for delivering high quality code and love for the craft of software development

Qualifications:



One of:

B.S. in Computer Science with 15+ years of experience
M.S. in Computer Science (or related field) with 12+ years of experience
PhD in Computer Science (or related field) with 8+ years of experience
Detail focused engineer excited to learn new technologies
Expert proficiency in multiple back-end languages (e.g.: Java, NodeJS, Scala, Python)
Full stack experience with building scalable web applications using modern web technologies (e.g.: React, Angular)
Proficient with relational and NoSQL databases (e.g.: MongoDB, MySQL, MS SQL Server, Oracle, ElasticSearch)
Extensive experience with event processing mechanisms (e.g.: AWS SNS/SQS, RabbitMQ, Kafka)
A strong understanding of concurrent, parallel, and distributed systems
Familiarity with cloud platforms and technologies like AWS and Kubernetes
Familiarity with OWASP top ten security paradigms
Proficient in test driven development (TDD) and continuous deployment practices
Familiarity with SDLC methodologies especially Agile / Scrum
Functional understanding of machine learning algorithms and big data processing a plus
Experience with mobile development a plus
Familiarity with single sign on and federation technologies is a plus
History of contribution to open-source software projects a plus


Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled","/Overview/Working-at-Sharecare-Inc-EI_IE716682.11,24.htm"
Senior Software Engineer,Genesys,4.4,"Indianapolis, IN",$92K-$116K ,"$107,528","The Genesys Cloud Search platform provides information retrieval to power end-user search, data analysis, automated discovery, and recommendation-based systems. We provide near real-time ingestion and retrieval of data that drives communication, business workflow, and purchase decisions. The millions of events and large datasets that we handle daily results in terabytes of data that we process to answer critical questions. We operate within all tiers of the platform and with a wide variety of teams to deliver the best customer experience.

In this role, you’ll partner with software engineers, product managers, and data scientists to build and support a variety of search-based big data products. The best person will have a strong engineering background, tackle complex problems, and be able to decompose vague requirements into elegant solutions. Our services constantly evolve to provide new features and add additional customer value using leading edge technologies.

As a member of the team, you will:

Develop and deploy highly-available, fault-tolerant software that will help drive improvements towards the features, reliability, performance, and efficiency of the Genesys Cloud Search platform.
Actively review code and provide peer feedback.
Collaborate with engineering teams to identify and resolve pain points as well as evangelize best practices.
Partner with various teams to transform requirements into services and tools.
Guide implementation best practices
Champion large projects and mentor junior members on the team
Engineer efficient, adaptable and scalable architecture for all stages of data lifecycle (ingest, streaming, storage, indexing) in support of a variety of search-based applications.
Build, deploy, maintain, and automate large global deployments in AWS.
Troubleshoot production issues and come up with solutions as required.

This may be the perfect job for you if:

You have a BS/MS/PhD in Computer Science or related field.
You have a strong engineering background with the ability to design software systems from the ground up
You have expert experience programming in Java and strong experience programming in Python
You ideally have some experience in web-scale data and large-scale distributed systems, with bonus points for it being on cloud infrastructure.
You have a product mindset. You are energized by building things that will be heavily used.
You have familiarity with big data search technologies (e.g. Elasticsearch, Lucene, Solr, CloudSearch, etc.)
You have experience building multi-language text processing, scraping, or data pipelines (real-time or batch) on large datasets for the purposes of information retrieval, machine learning, or data analytics.
You enjoy query and analysis tuning for the benefits of low latent, highly relevant search.
You have worked on and understand messaging/queueing/stream processing systems.
You design not just with a mind for solving a problem, but also with maintainability, testability, monitorability, and automation as top concerns.
You can balance complexity and simplicity.
You are a strong collaborator.
You value ownership.

Technologies we use and practices we hold dear:

Right tool for the right job over we-always-did-it-this-way
We pick the language and frameworks best suited for specific problems. This usually translates to Java and Spring for developing services and applications and Python for tooling.
Packer and Ansible for immutable machine images and automation
AWS for cloud infrastructure
Infrastructure (and everything, really) as code
Automation for everything: CI/CD, testing, scaling, healing, orchestration, etc.
DynamoDB, S3, and Elasticsearch, for storage and query

About Genesys

Every year, Genesys® delivers more than 70 billion

remarkable customer experiences for organizations in over 100

countries. Through the power of the cloud and AI, our

technology connects every customer moment across marketing, sales and service

on any channel, while also improving employee

experiences. Genesys pioneered Experience as a ServiceSM so

organizations of any size can provide true personalization at

scale, interact with empathy, and foster customer

trust and loyalty. This

is enabled by Genesys CloudTM, an all-in-one

solution and the world’s leading public cloud contact center platform, designed

for rapid innovation, scalability and flexibility. Visit www.genesys.com.

Genesys is an equal opportunity employer committed to diversity in the workplace. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, disability, veteran status, and other protected characteristics. #LI-AR2




","/Overview/Working-at-Genesys-EI_IE10078.11,18.htm"
Robotics Engineer - Mobile Robotics,Software Engineering Institute,2.6,"Pittsburgh, PA",-1,-1,"NREC is looking for robotics engineers who can help our team make autonomous field robotics a reality. We’re working on a challenging problem and that applies state of the art research in computer vision, 3D data processing, sensor fusion, machine learning, and other techniques to a real world outdoor robotic system. We emphasize regular field testing with the engineers sitting in the robots they program. We’re looking for an engineer with experience in autonomous vehicles to help take this research off-road, through difficult terrain, robustly and safely.

NREC has been working on autonomous systems for over 20 years. This includes self-driving vehicles, supervised autonomous manipulation, and other types of closed-loop vision applications in agricultural, mining, defense, and manufacturing sectors. NREC has also been working in application of Augmented Reality for 10 years, recently in humanitarian and driver assistance domains.Why NREC?

You will have an impact in shaping the robotics revolution, collaborate with and learn from experts,and build your career in a very fast-growing field. As part of our team, you will develop solutions to solve industrial and government challenges, deploy your technology in real-world situations, work side-by-side with elite robotics experts, and develop a variety of cutting-edge technologies.

Have an Impact!

Remove waste from farming = more food (link)Make industrial processes environmentally friendly (link)Make hazardous jobs safer (link)Improve efficiency in industry & manufacturing (link)Accelerate screening of pharmaceuticals (link)

Take Control of Your Career!

Select the career pathway that interests youInfluence the direction of projectsSupportive of a non-standard scheduleMaintain work/life balanceSwitch between part-time and full-time as life demands


NREC is at the center of the robotics ecosystem in Pittsburgh, PA. With over 60 robotics companies, Pittsburgh has become the robotics capital of the world. Geek Wire calls it Robotics Row; others call it Roboburgh. Join the leader in the most exciting time in robotics!

Join the best robotics R&D group

Join our talented team at NREC, an operating unit within the world-renowned Robotics Institute at Carnegie Mellon University.

NREC has 20 years of experience and is globally renowned for developing and deploying robots into many applications across multiple sectors, such as agriculture, mining, defense, energy, and manufacturing. We strive to provide solutions for real world challenges where automation and robots have greater impact on productivity and improve the safety and comfort of the labor force. Our unique expertise places us at the forefront of unmanned ground vehicle design, autonomy, sensing and perception, machine learning, machine vision, operator assistance, 3D mapping and position estimation. With over 120 robotics professionals, we can solve challenges that no other organization can.

NREC also leads in educational outreach through its Robotics Academy, which builds robotics curricula and software for K-12 and college-level students.

Primary Responsibilities:

Developing software for autonomous wheeled robotic systems.Adapting and integrating proprietary and open source software packages and APIsParticipating in the software process: design, code reviews, etc.Build new tools for software communication, logging, and data analysis.Create and maintain development tools and infrastructure for robotic systems.Developing, documenting, and directing software system testing, troubleshooting, and verification procedures.Integrate custom and COTS hardware components: sensors, controllers, networking, etc.Supporting manufacturing with hardware requirements and technology integration.Development in a Linux environment.

Required Qualifications:

B.S. in Computer Science, Engineering, Mathematics or equivalent experience.At least 3 years combined graduate academic and professional software development experience.Strong C skills.Experience with ROS.Experience with scripting languages for quick prototyping of autonomy applications (Python or Matlab preferred).Linux development experience.Knowledge of object-oriented concepts.Excellent communication skills.

We especially want to hear from you if you have experience or qualifications in ANY of the following areas:

5 years combined graduate academic and professional software development experience.M.S. in Computer Science, Engineering, Mathematics or equivalent experience.Experience with any of the following:

Ackerman steered or other wheeled vehicles.Off-road Autonomy.2D motion planning.Dynamics and controls for mobile robots.Common ROS planning modules such as SBPL, OMPL, or MoveIt.Visual odometry, mapping, and SLAM.Control during aggressive vehicle maneuvers.Embedded systems and real time applications.

Opportunities people at NREC have seized:

As a member of NREC, you have the opportunity to take control of your career. People in similar roles have shaped their careers to suit their interests and their needs.


Becoming an in-depth expert in a technical areaLeading projects and fostering client relationshipsReceiving mentoring from senior engineers and robotics expertsMentoring junior engineersTaking courses at Carnegie MellonStaying connected with academic and recreational activities at Carnegie MellonTransitioned into a robotics, program management, technical lead, or software architecture rolesPerforming consulting during off timeOutreach to K-12 and college-level students


At NREC, we value diversity, support it, and thrive on it for the benefits of our organization, our employees and our community. Carnegie Mellon University is an Equal Opportunity Employer/Disability/Veteran.","/Overview/Working-at-Software-Engineering-Institute-EI_IE135148.11,41.htm"
Software Developer II - Machine Learning,ANSYS,3.8,"San Jose, CA",$94K-$157K ,"$117,692","Ansys is the global leader in engineering simulation, helping the world's most innovative companies deliver radically better products to their customers. By offering the best and broadest portfolio of engineering simulation software, Ansys helps companies solve the most complex design challenges and engineer products limited only by imagination.

SUMMARY

The Software Developer II will be part of the Office of CTO and will perform machine learning research, design, implementation to augment ANSYS physics-based flagship solvers and new generation solvers.

RESPONSIBILITIES:


Research machine learning based frameworks to apply them for numerical simulation methods for fluids, structures, electromagnetics, optics, and electronics

Develop predictive model for various analysis solutions by using machine learning and analytical techniques

Collaborate with product engineering teams to drive real-time model implementations and new feature creations

Design efficient/scalable processes for large scale data analyses, model development, model validation and model implementation

Analyze and improve efficiency, scalability, quality of machine learning algorithm results and stability of various deployed systems

Diagnose and fix code problems

Create unit regression and/or system-level tests to thoroughly validate new features or changes.

Optimize code to improve computational efficiency and memory capacity.

MINIMUM QUALIFICATIONS:


Bachelor's degree in physics, mathematics, Computer Science or engineering with a minimum of 4 years of software development experience

Experience with 3D geometry, computer graphics or computer vision

Experience with building machine learning solutions and leveraging specific machine learning architectures (e.g. deep learning, LSTM, convolutional networks, etc.)

Expertise in C/C++ or Java with strong algorithm implementation abilities

Expertise in Python with focus on deep learning frameworks like TensorFlow, PyTorch, Scikit Learn or AutoML

PREFERRED QUALIFICATIONS:


Masters with a minimum of 2 years of software development experience or a PhD degree in computer graphics, computer vision, physics or applied mathematics or engineering

Experience with GPU programming (CUDA, OpenGL, OpenCL, DirectX).

Publication in leading workshops or conferences such as SIGGRAPH, CVPR, NeurlPS, ICML etc.

CULTURE AND VALUES

Culture and values are incredibly important to Ansys. They inform us of who we are, of how we act. Values aren't posters hanging on a wall or about trite or glib slogans. They aren't about rules and regulations. They can't just be handed down the organization. They are shared beliefs - guideposts that we all follow when we're facing a challenge or a decision. Our values tell us how we live our lives; how we approach our jobs. Our values are crucial for fostering a culture of winning for our company:

• Customer focus

• Results and Accountability

• Innovation

• Transparency and Integrity

• Mastery

• Inclusiveness

• Sense of urgency

• Collaboration and Teamwork

WORKING AT ANSYS

At Ansys, you will find yourself among the sharpest minds and most visionary of leaders, collectively aiming to change the world with innovative technology and remarkable solutions. With the prestigious reputation in servicing well-known, world-class companies, standards at Ansys are high, met by those willing to rise to the occasion and meet those challenges head-on. Because at Ansys, it's about the learning, the discovery and the collaboration. It's about the ""what's next"" as much as the ""mission accomplished"". It's about the melding of disciplined intellect with strategic direction and results that have, can and will impact real people in real ways, forged within a working environment built on respect, autonomy and ethics.

At Ansys, you will find yourself among those eager to drive the world towards the next best thing with hands planted firmly on the wheel.

Our team is passionate about pushing the limits of world-class simulation technology so our customers can turn their design concepts into successful, innovative products faster and at lower cost. As a measure of our success in attaining these goals, Ansys has been recognized as one of the world's most innovative companies by prestigious publications such as Bloomberg Businessweek and FORTUNE magazines.

Ansys is an S&P 500 company and a component of the NASDAQ-100.

For more information, please visit us at www.ansys.com

Ansys is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other protected characteristics.

Ansys does not accept unsolicited referrals for vacancies, and any unsolicited referral will become the property of Ansys. Upon hire, no fee will be owed to the agency, person, or entity.

Nearest Major Market: San Jose

Nearest Secondary Market: Palo Alto
","/Overview/Working-at-ANSYS-EI_IE6135.11,16.htm"
Senior Machine Learning Engineer,AppLovin,4.7,"Palo Alto, CA",$164K-$279K ,"$225,652","AppLovin fuels the growth of many of the world's most popular mobile games and game studios. Since 2012, the company's technologies have been instrumental in driving the explosive growth of games from its studio partners and its own studios. AppLovin makes those same technologies available to all game developers, resulting in a richer mobile game ecosystem and better games for people everywhere. AppLovin is headquartered in Palo Alto, California with several offices globally. Learn more at applovin.com.

AppLovin is one of Inc.'s Best Workplaces and a recipient of the 2019 Glassdoor Top CEO employee's choice award. The San Francisco Business Times' awarded AppLovin one of the Bay Area's Best Places to Work and the Workplace Wellness Award which recognizes businesses that are leaders in improving worker well-being.

As a Senior Machine Learning Engineer for AppLovin, you will be a key participant in enabling our users to discover great apps and games they'll love. You'll help build the foundation of our data engineering team, to help better understand what makes great games/apps and how to make it easy to discover via performing ad hoc analysis, creating dashboards and designing A/B experiments. If you are looking to make an impact, we'd love to meet you!

This is a great role if you are:

Passionate about data. You have the curiosity and self-drive to continuously learn new techniques and tools to extract value from data. Want access to TONS of raw data, and then transform it, analyze it, and render it in a compelling way.
A strong communicator. You understand that analysis must be presented in meaningful ways and engage in spirited discussions about the findings. You have the ability to explain technical concepts to a non-technical audience.

Requirements:

4+ years of software engineering experience, 2+ years of experience building machine learning models for business applications, preferably for online recommendation, personalization, ads ranking
MS/PhD Degree in Statistics, Mathematics, Applied Mathematics, Computer Science
Experience with data modeling, neural networks, classification, clustering, stochastic optimization, times series forecasting
Proficiency with Python, hands on experience with one of modern deep learning frameworks like Tensorflow/Keras/Pytorch

Preferred Qualifications:

Experience in ad tech is a big plus
Experience with C++/Scala

Perks:

Free medical, dental, and vision insurance
Daily lunches and fully stocked kitchen
Free public transit
Free laundry service (wash/dry clean)
Free gym membership
401k matching
Fun company parties and events
Autonomy to make decisions in a rapidly growing company
Flexible Time Off - work hard and take time when you need it

#LI-KR1","/Overview/Working-at-AppLovin-EI_IE576360.11,19.htm"
