title,company_name,rating,location,estimate_salary_range,estimate_salary_point,job_description,company_link
Business Analyst - Investment Banking,Kforce,4.1,"Charlotte, NC",-1,-1,"RESPONSIBILITIES:Kforce has a client in search of a Business Analyst in Charlotte, NC.

Key Tasks:

 Acts as a liaison between the client area and technical organization by planning, conducting and completing an analysis of moderately complex business problems
 Provide communication updates on projects
 Provides technical assistance in identifying and evaluating procedures that are cost effective and meet business requirements
 Coordinates test plans and programming activities
 Works with user groups to provide training, resolve questions, assess user needs and recommend changes to the automated systems
 Gathers data and prepares necessary reports
 Updates reports and databases used by the client group

REQUIREMENTS:

 3+ years of experience in business systems analysis and/or design
 Experience in capital markets, investments, fixed income asset management, or trading systems a must


Start your career off on the right foot with one of 'America's Top 500 Companies', as awarded by Forbes. Our client is known as a place where people feel included, valued, supported and respected. Innovative thinking and industry-leading technology allow their associates to thrive and grow in their careers. And with a priority placed on their culture and company principles, their commitment to diversity, ethics and the communities in which they operate is their driving force.

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.","/Overview/Working-at-Kforce-EI_IE5441.11,17.htm"
Financial Analyst,"Gehan Homes, LTD",3.8,"Addison, TX",$46K-$73K ,-1,"The Company is currently looking for a Financial Analyst to assist management in the decision making process by analyzing and reconciling business expense data.

At Gehan Homes, LTD. we pride ourselves on our culture and our ability to make our company a place that employees enjoy coming to work each day. We believe hard work is important but we also know that balance is essential. We encourage employees in becoming their best, both personally and professionally. Everything we produce is a result of the hard work and talent of our team members. We believe that when good ideas are shared, even better things can happen.

The Company offers numerous options to help its employees achieve their financial, professional, and wellness goals including:

Medical, dental, and vision insurance options

Paid time off

Company provided life insurance policy

401(k) plan and match

Gym membership reimbursement

Career development and opportunities for advancement

Charitable activities and more

Please visit our website to learn more about the great things employment with Gehan Homes has to offer: http://www.gehanhomes.com/about-gehan-homes/careers/

General Duties and Responsibilities:

Assist in forward planning including business modeling and analysis

Calculate ROI determinations and variance analysis

Assist in annual budgeting process

Analysis and management of cash flow, material expenditures and risks

Assist in capital deployment decisions

Proactively provide management with meaningful analyses that will aid them in the decision making process

Assist in analysis of new land acquisitions

Perform bank reconciliations, assist with month-end close and make journal entries

Qualifications :

Bachelor's Degree (or equivalent combination of education and experience) in Finance or Accounting

Two or more years' of progressive finance or accounting experience

Able to develop and maintain positive and cooperative professional relationships

Skilled in business modeling and financial analysis

Highly skilled in Excel

Accurate in computations

At Gehan Homes, LTD. employment opportunity is based upon personal capabilities and qualifications without regard to race, creed, color, religion, sex, age, ancestry, national origin, disability, veteran status, pregnancy, genetic information, sexual orientation, gender identity, or any other protected characteristic as established by law.

If you require a reasonable accommodation to apply for this position please contact Gehan Homes' corporate offices at 972-383-4300.","/Overview/Working-at-Gehan-Homes-LTD-EI_IE22436.11,26.htm"
Financial Analyst,Taylor White,5.0,"Tampa, FL",-1,-1,"If you are a smart, self-starter, and detail oriented FP&A Analyst, we have a role for you! One of our great clients in the Tampa Bay area is looking for a Financial Analyst to join its Financial Planning & Analysis team! This position will report to the Manager of FP&A, and will be responsible for providing management with the analysis and information they need to make major operational, financial, and strategic decisions.Financial Analyst Benefits and Compensation:

• GREAT corporate team and culture

• EXCELLENT career growth potential

• AWESOME benefits

• Highly competitive compensation package of $55,000 - $70,000!

Financial Analyst Job Duties:

• Performs quantitative analysis of operational and financial data

• Builds and manages financial databases by organizing and analyzing a wide range of data sources

• Prepares financial reports for internal use at the company by collecting, analyzing, formatting, and presenting information

• Builds budgets and forecasts of future company performance

• Builds and maintains a corporate financial model that details the entire companys operations and projects future performance

• Performs ad hoc analysis for management as required

Job Requirements:

Financial Analyst Skills/Qualifications:

• Bachelors degree in Finance or Accounting required

• 2 years of financial planning and analysis experience required

• Strong Excel skills required

• Analytical, inquisitive and detail-oriented skills

• Strong communication, both verbally and in writing","/Overview/Working-at-Taylor-White-EI_IE498320.11,23.htm"
Financial Analyst,WAVSYS,3.3,"Phoenix, AZ",-1,-1,"Job DescriptionEssential Job Functions

• Develops and deploys reporting and analysis that is accurate, complete and properly summarized to aid in management of business and management decision making. Responsible for extracting and summarizing data from Oracle and other corporate systems.

• Has expert knowledge of Oracle tables and field usage. Has thorough knowledge of other corporate software, programs and data tools. Assists managers with report design and development. Tests reports and ensures that they perform as expected.

• Understands flow of data internally and in relation to the General Ledger.

• Produces weekly, monthly, and quarterly trend and activity reports as well as other operational and management reports. Ensures that reports are produced per scheduled timelines for review by functional management teams.

• Analyzes large amounts of data and investigates and researches anomalies. Works with department and/or functional teams to correct issues when identified.

• Works with IT Business Intelligence team to design, test and deploy MRE reports for general usage.

• Provides support to management to produce reports and analyze large amounts of data as part of acquisitions or other special projects.

• Produces ad-hoc reporting as assigned.

Education/Certifications

• Bachelor’s Degree or equivalent experience in Business, Accounting, Finance or related fieldCompany DescriptionWAVSYS is a national solutions company offering contract, permanent and turnkey staffing solutions by leveraging its international network of 20 offices covering USA, Canada, and the UK.","/Overview/Working-at-WAVSYS-EI_IE421535.11,17.htm"
"Research Business Director, Manager, Administrator and Pre/Post Award Financial Analyst positions",City of Hope,3.3,"Duarte, CA",$124K-$186K ,-1,"Thank you for your interest. Please note, the purpose of this posting is to recruit for on-going and future positions.

 About City of Hope

City of Hope, the #1 ranked Comprehensive Cancer Center in the Western United States, is an innovative biomedical research, treatment and educational institution with over 6,000 employees. We are dedicated to the prevention and cure of cancer and other life-threatening diseases. We are guided by a compassionate, patient-centered philosophy.

Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nations leading cancer centers that develops and institutes standards of care for cancer treatment.

As an independent biomedical, treatment and education center, City of Hope is focused on basic and clinical research in cancer, diabetes, HIV/AIDS, and other chronic, life-threatening diseases. Our infrastructure and collaborative energy sets us apart. By having scientists, treatment staff and manufacturing facilities side-by-side, our treatment advances can travel from laboratory to patient with lifesaving speed.

 Summary of the Research Enterprise

As an independent biomedical, treatment and education center, City of Hope is focused on basic and clinical research in cancer, diabetes, HIV/AIDS, and other chronic, life-threatening diseases. Our infrastructure and collaborative energy sets us apart. By having scientists, treatment staff and manufacturing facilities side-by-side, our treatment advances can travel from laboratory to patient with lifesaving speed.

Recognizing our teams accomplishments in cancer research, treatment, patient care, education and prevention, the National Cancer Institute has designated City of Hope as a comprehensive cancer center. That is an honor reserved for only 50 institutions nationwide.

The Beckman Research Institute of City of Hopes (BRI) world-renowned staff have been responsible for fundamentally expanding the worlds understanding of how biology affects diseases such as cancer, HIV/AIDS and diabetes. BRI houses over twenty unique departments, divisions and research centers. Each department within BRI includes internationally-acclaimed scientists and support staff who are among the best in their respective fields, pursuing a diverse range of research.

The result? A history of breakthrough innovations helping patients here and around the world, with even more to come in the years ahead. Over the past five years, the research enterprise at City of Hope has experienced a 34% growth in clinical trial accruals, 54% growth in grant awards and a 108% growth in grant funding.

 Research Administration

Research Administration at City Hope is an all-encompassing administrative team working together to assist in advancing the scientific mission at City of Hope. The Research Administration team is continually seeking to connect with qualified candidates interested in filling current and future roles to both sustain first class service for the research enterprise and to exceptionally support future growth and expansion.

City of Hope's expanding clinical and research enterprise also supports a growing number of outpatient clinical network locations across Southern California as well as recently built satellite research facilities in nearby Monrovia, California, and TGen located in Phoenix, Arizona.

 Key Responsibilities include:

Department Administration


 Faculty and staff on/off-boarding. Grant proposal preparation and budget development. Financial management of external and internal funding. Internal and external policy and regulatory support.


Shared Resource Administration


 Financial monitoring of income and expenses. Annual fee/rate schedule review and modification. Service line adjustment through survey and analysis.


Pre-award


 Review and approve proposals to be submitted to external sponsors. Review and negotiate award terms and conditions, sign award documents, and initiate the award setup process. Coordinate sponsor requests including: Just-in-Time (JIT), changes in project scope, key personnel, or significant changes in effort. Initiate no-cost extensions and budget revisions


Post-award/financial


 Award setup. Preparation and submission of interim and final financial reports. Invoice preparation, submission and AR. LOC draws. Award closeout. Expense allowability controls. External audit support.

Positions in these areas include:

 Post-Award Financial Analyst  OSR Grants and Contracts Administrator  Pre/Post Award Research Operations Analyst  Research Business Manager  Research Business Director 


The most qualified candidates will possess extensive knowledge and experience working successfully with faculty and scientists in an academic or clinical research environment.

Qualifications

 Basic education, experience and skills required for consideration:

 Bachelors degree with working knowledge of clinical or academic research administration.

 Preferred education, experience and skills:

 Masters Degree in business or health administration with expert knowledge and a proven track record of success in one or more of the following areas: Department research administration, pre-award grant processing, and post-award grant/contract management. Active membership and/or participation in professional societies such as NCURA, SRA, AACI, NCMA, COGR, or FDP. CRA certification is a plus.

 Additional Information:

 This is an informational posting for future openings in Research Administration at City of Hope. If interested, please submit an application to have a team member contact you.


City of Hope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.","/Overview/Working-at-City-of-Hope-EI_IE17357.11,23.htm"
Financial Analyst,"Rainmaker Resources, LLC",,"Cincinnati, OH",$57K-$77K ,-1,"Responsible for providing financial operational support to the clinical support services team (laboratory and pharmacy). Assists the Director of Finance, Clinical Support Services and the executive team by providing financial analytics to support strategy, savings initiatives, and monitor financial performance, monitors accounts receivable and develops/produces operational reports.
Essential Functions• Monitors and performs analysis on lab and pharmacy accounts receivable.• Assists with productivity analysis for lab and pharmacy teams.• Produces various standardized operational reports for distribution to clinical support services team.• Assists in the improvement, development and creation of standardized operation reports.• Provides financial data to outside consultants and creates ad hoc reports utilizing various data sources and systems as needed• Performances analysis on revenue and costs to identify financial improvement opportunities.• Assists in the financial close process.• Provides support for operational and capital budget development. Employment Qualifications• 1+ year of experience in finance or accounting (healthcare preferred)• Ability to communicate effectively both orally and written.• Effective organizational and communication skills. Ability to prioritize and coordinate multiple projects simultaneously.• Ability to plan, organize, maintain priorities and schedule, to ensure that deadlines are met.• Knowledge and ability in the financial forecasting, business plan development and budgeting processes.• Ability to understand and present statistical/financial information to varying audiences throughout the organization.• Detail oriented, focuses on accuracy of information.• Proficiency in Microsoft computer software tools (spreadsheet, word processing, presentation).• Excellent Excel skills required including proficiency in complex formulas.• SQL/Hyperion experience Preferred","/Overview/Working-at-Rainmaker-Resources-LLC-EI_IE1696695.11,34.htm"
Financial Analyst,Conversion Labs,5.0,"San Juan, PR",$42K-$61K ,-1,"A financial analyst is responsible for assisting CFO and media team with various accounting and/or financial management duties like accounting, consolidating and analyzing budgets, income statement forecasts and performing analysis of actual results Qualified candidates should have proven analytical abilities and thorough understanding of accounting. A background in audit is a major plus.

II. Duties and Responsibilities

Your duties and responsibilities will include but not be limited to:

Assist with day-to-day accounting and bookkeeping needs of organizationAnalyze and interpret financial and market data to provide logical, repeatable explanations.Prepare financial reports on market trends, customer analysis, statistics, costs, and margin structures.Analyze business processes and procedures to identify areas of weakness; offer solutions to improve operations.Support in the preparation, analysis, and presentation of Business plan, budget, and forecast which include all the necessary analysis against historical trends, environmental change, new business activities, fluctuations, ratios, and long-term goals, in order to analyze and evaluate the total Business performance.Revise and analyze the business performance on a monthly basis to obtain meaningful explanations for variances that may alter the future performance of the business.Prepare accurate and precise required financial reports, including variances analysis which are used and revised by management during monthly, quarterly, and full-year reviews.Manage the collection and reporting of metrics (i.e. dashboard/productivity)Assist in compliance with the legal and regulatory changes within the accounting structure.Interface with Business Executives, CFO, and Managers during budget and forecast review.Assist management with the preparation of presentations, new reports, and special projects as assigned.

II. Skills & Qualifications

BA degree in Accounting, Economics or FinanceMinimum of 1 years work experience in public accounting experience including auditing, analysis and/or finance.Excellent computer skills on MS Office (Excel and PowerPoint)Excellent knowledge and experience with QuickBooks Good time-management skills, with ability to multi-task and prioritize Sense of ownership and pride in your performance and its impact on the companys successStrong analytical skills, critical thinker and problem-solving skillsStrong English (verbal and written)Availability to work extended hours

Extremely competitive compensation plan, health benefits, paid vacation, and stock option plan for right candidate.

Powered by JazzHR",
Senior Operations Systems Research Analyst,"Torch Technologies, Inc.",4.5,"Colorado Springs, CO",$48K-$94K ,-1,"Torch Technologies is seeking an individual to provide operations research systems analysis support to USSPACECOM. The position requires an individual possessing a wide range of skills and demonstrated experience; collecting, interpreting, and analyzing data using various analytical methods and statistical techniques. The individual will work with combatant command staff and stakeholders to conduct strategic analysis, strategic and operational assessments. The individual will work closely with senior-level military personnel to define, develop, coordinate and publish strategic, operational, and exercise assessments as part of the commanders planning cycle. Individual should be proficient with the Strategic Management System (SMS).

The Individual will:

Provide Operations Research Systems Analyst (ORSA) expertise to plan, coordinate and conduct analysis and assessment process related to the USSPACECOM Campaign Plan Lines of Effort (LOE).
In consultation with Subject Matter Experts (SME), develops qualitative and quantitative metrics including Measures of Performance (MOPs) and Measures of Effectiveness (MOEs) to assess progress towards achievement of USSPACECOM campaign plan objectives and desired effects.
Develop assessments and input into the Joint Strategic Planning System which might include the Chairmans Risk Assessment; Annual Joint Assessment; Joint Military Net Assessment; Joint Force Readiness Review; Planning Programing, Budget and Execution inputs; and Campaign/Contingency plans
Analyze Joint Staff Annual Joint Assessment survey questions; determine dependencies and linkages, and develop a proposed POA&M for completion.
Responsible for evaluating current data within the assessment model and for preparing applicable sections of briefings to senior officers and the command group. Identifies trends in operational environment that affect USSPACECOM campaign plan execution.
Perform studies and assessments of issues arising in varied subjects of advanced difficulty and complexity.
Provide recommendations to top-level plans and decisions regarding planning, exercises, and requirements.
Defines problems and develops and coordinates study plans.
Compile, organize, and analyze quantitative and qualitative data.
Serve as a planning and assessments expert.
Perform substantive planning, assessments, and requirements work in support of Space Operations.
Serve as primary or alternate analyst in support of Boards, Bureaus, Centers, Cells and Working Groups (B2C2WG), including: Strategic Assessment Working Group and Commanders Assessment Board

Job Requirements:Job Requirements

The candidate should have a demonstrated experience in conducting strategic analysis, identifying strategic challenges and potential opportunities, and conducting operational, strategic, and risk assessments. A successful candidate will have demonstrated experience working on a high-level staff, supporting senior-level military personnel, and managing the Strategic Management System (SMS).

Specific Requirements:

Masters of Science Degree with documented coursework in operations research, industrial/systems engineering, systems analysis, or related field and a minimum of 10 years of relevant experience. Degree requirements can be waived in lieu of years' experience.
Possess and ability to maintain a DOD TS/SCI clearance.
10 years military experience (Active Duty or DA Civilian), experience working on classified networks and interfacing with military staffs at the operational and strategic level
Experience in developing Measures of Performance (MOPs) and Measures of Effectiveness (MOEs) which support accomplishment of campaign plan objectives, operational goals, and desired effects
Ability to manage and operate assessment frameworks within the Strategic Management System software platforms
Background with the Joint Strategic Planning System which might include the Chairmans Risk Assessment; Annual Joint Assessment; joint Military Net Assessment; Joint Force Readiness Review; Planning Programing, Budget and Execution inputs; and Campaign/Contingency plans
Experience with a Combatant Command Strategic Assessment Working Group and/or a Commanders Assessment Board battle rhythm
Knowledge of quantitative techniques and methods used to develop, adapt, modify, and resolve problems or define and clarify alternative solutions.
Adept knowledge and expertise in Joint planning policy, assessments, and doctrine.
Ability to analyze mission objectives and effects when developing plans or studies.
Effectively compiles, organizes, and analyzes data that is accurate, reliable, and beneficial to the organization.
Holds knowledge of a broad range of operations research analysis techniques and possession of analytical abilities.
Ability to develop and utilize appropriate data collection techniques to design, build, and brief recommendations to senior leaders.
Ability to communicate effectively, both orally and in writing; negotiate complex issues; and maintain good working relations.

Preferred Requirements:

Possess previous Space - related planning experience at operational/theater level (e.g. Combatant Command, Joint/Combined Task Force, Component).
Possess experience in supporting USSPACECOM, AFSPACE, NAVSPACE or SMDC/ARSPACE operations and/or exercises.
","/Overview/Working-at-Torch-Technologies-Inc-EI_IE883566.11,33.htm"
Senior Financial Analyst,Trident Technologies,4.3,"Huntsville, AL",-1,-1,"Trident Technologies has an opportunity for a Senior Financial Analyst supporting the Lower Tier Project Office (LTPO).

Candidate will work on Government site as a financial analyst, operating across multiple U.S. Army Lower Tier Project Office (LTPO) Foreign Military Sales (FMS) cases. Candidate should have extensive experience in analyzing and assessing financial data processes, including documentation requirements, costing, and program scheduling. Candidate will track Technical Assistance Funding for multiple FMS cases, ensuring costs are charged to the correct FMS case and will track financial status daily. Candidate will execute the Joint Reconciliation Program, ensuring open charges, committals, and obligations are still valid and will work to close charges that are no longer valid. Candidate will track action items and suspenses related to FMS funding, prepare for Program Management Reviews, and brief the FMS director on status of funds expended and remaining on each program. Candidate will have experience accessing funding reports and documents in General Fund Enterprise Business System (GFBS). Candidate should have familiarity with utilizing the Standard Operation and Maintenance Army Research and Development System (SOMARDS). Experience in the Army’s audit process is preferred with the ability to determine and obtain required information based on the particular audit sample.

Candidate should be a self-starter who is capable of multi-tasking in a fast-paced program office environment.

Required Skills/Experience:

Experience utilizing GFEBS and SOMARDS

BS/BA +10 years or MS/MA + 8 years’ experience as a financial analyst supporting a Government Project Office.

BS/BA in a business/finance-related discipline.

Desired Requirements:

8-10 years of financial management experience is preferred.

Experience in FMS-related work; Experience with U.S. Army Security Assistance Management Directorate (SAMD) FMS programs.

Ideal candidate should have experience in managing and closing unliquidated obligations (ULOs).

Candidates must have an active US DoD Secret Clearance.

Trident Technologies offers a competitive salary, excellent benefits, and a professional work Environment

Trident Technologies is an Affirmative Action, Equal Opportunity Employer

EOE/Minorities/Females/Vet/Disabled/Gender Identity/Sexual Orientation","/Overview/Working-at-Trident-Technologies-EI_IE825243.11,31.htm"
Investment Banking Analyst,Tyton Partners - Investment Banking,,"New York, NY",-1,-1,"Analyst, Investment Banking Practice

Tyton Partners is the leading provider of investment banking and strategy

consulting services to the global knowledge sector. With years of experience

across the education sector, including evaluation of preK 12, postsecondary

corporate training, and lifelong learning markets, our team leverages its

expertise to offer a spectrum of services to our clients:



Tyton Partners investment banking practice offers services that


include sell- and buy-side advisory, corporate divestures, valuation and

fairness opinions, strategic partnerships and joint ventures, capital

access, fund formation, and executive team and board advisement to

private and public companies and leading investors.



Tyton Partners consulting practice delivers strategic planning, grow


strategy development, portfolio assessment, go-to-market strategy,

business partnership strategy and execution, and due diligence and

acquisition support to emerging and established education businesses,

non-profit organizations, higher education institutions, foundations and

other investors

Tyton Partners offers a unique opportunity for early-career professionals

seeking growth and impact through its:

Complementary investment banking and strategy consulting practices, which


provide exposure to market-leading companies, investors, and

organizations as well as high-potential emerging businesses and their

investors



Dedicated focus on the global knowledge sector, where our work and


insights impact both the mission and market of education



Entrepreneurial environment, with professional growth trajectory that


yields opportunity for meaningful contribution to firm growth and culture

Position

Tyton Partner s Investment Banking practice is looking for an experienced

investment banking Analyst to support senior bankers.

An Analyst's primary responsibilities include:

Sell-side investment banking assignments which include writing memoranda,


building financial models, identifying potential buyers, helping manage

the M&A and due diligence process, and driving successful deals



Buy-side investment banking assignments which include identifying


acquisition candidates that fit the buyers' strategy, qualifying

potential targets, building financial models, helping manage the M&A and

due diligence process, and driving successful deals

Desired Skills

Superior analytical, quantitative, and problem-solving skills
Ability to manage multiple tasks in a fast-paced environment, without


sacrificing quality or accuracy



Drive and energy to work hard and achieve success in an entrepreneurial


environment.



Strong written and verbal communication skills
Experience working in team-based environment
Solid understanding of economic, financial, and general business concepts


and terminology



Proficiency in Microsoft applications (e.g., Excel, PowerPoint)
Professional attitude, with a high-degree of flexibility, a client-


service orientation and a sense of humor



Self-starter who thrives in producing in a highly dynamic and evolving


environment

Qualifications

1-3 years of investment banking, with a significant focus on mergers and


acquisitions and/or 1-3 years of accounting, with a significant focus on

transaction services



Experience in the education, media or software industry a plus but not a


requirement



Bachelor's degree from a top-tier university with minimum GPA of 3.5

Compensation

Compensation is highly competitive with salary, and bonus. This is a high-

growth career development path, and a fast track to becoming a Senior Associate

and/or Vice President.

How to Apply

Please submit a resume and cover letter to

and reference the job title in the subject line.

Show moreShow less",
Financial Analyst,"ENGINEERING SERVICES NETWORK, Inc.",4.2,"San Diego, CA",$58K-$89K ,-1,"Duties:We are seeking an experienced Financial Analyst to support a position at remote location in San Diego Ca. Work will be onsite at headquarters Commander Naval Air Force.US Pacific Fleet. This support includes maintaining budget spreadsheets, analysis of budget expenditures and estimates of required support funding. Coordinate the financial activities of numerous budget line items on different Navy Maintenance Program accounts. Planning, programming, budgeting, advising and reporting for each program separately and for the government program manager.Qualifications/Education:BS degree in Accounting/Business Administration or related field such as Economics, 10 years experience with Navy budgeting programs and DoD Contracts. Experience with tracking costs, reconciling and correcting data. Experience in working with leadership to assist in coordination completions and track progress. Must be able to develop decision briefings and present to senior government and military personnel. Monitor naval message traffic and draft messages when required.Skills/Abilities:Must possess experience with Federal Acquisition Regulations (FAR). Must have the ability to create logical financial trends, plans, organizes and coordinates reports with program information from inputs gathered from others. Highly organized and detail oriented with exceptional analytical and problem solving skills. Excellent written and verbal communications skills with the ability to use independent judgment in decision making. Ability to work effectively in a team environment. Prior experience with the Navy a plus. Knowledge of data bases and used by the U.S. Navy and qualified in Microsoft Access, Microsoft Excel and email systems. Must be able to maintain a Secret clearance.","/Overview/Working-at-ENGINEERING-SERVICES-NETWORK-Inc-EI_IE295195.11,43.htm"
Financial Analyst,ChenMed,4.1,"Miami, FL",$44K-$70K ,-1,"ChenMed is transforming healthcare for seniors. We provide big answers to big problems in health care delivery. ChenMed is a full-risk primary care market leader with an innovative philosophy, unique physician culture and end-to-end customized technology. These things allow us to provide world-class primary care and coordinated care to the most vulnerable population moderate- to low-income seniors who have complex chronic diseases.

Through our innovative operating model, physician-led culture and empowering technology, we are able to drive key quality and cost outcomes that create value for patients, physicians and the overall health system. Our model allows us to practice medicine the way it should be practiced. By recruiting focused physicians and reducing their doctor-to-patient ratios, we increase patients face time during each monthly appointment and help foster stronger doctor-patient relationships. Our model also drives and enhances compliance with treatment plans.

As a result of our efforts, our patients realize lower hospital admissions. Their overwhelming response to our approach is reflected in our aggressive, organic growth and net promoter scores in the low to mid 90s, which is unheard of in any industry. Read more about our results and the value of the ChenMed model.

As a company, we are making a difference in the lives of seniors and the health care system overall.

ESSENTIAL JOB DUTIES/RESPONSIBILITIES:

Serves a liaison from Finance assisting departments in the analysis, respective financial projects and decision making.Provides full transparency on main business KPIs across the entire organization via the establishment of daily, weekly, monthly, yearly financial and non-financial reports in a timely framework.Analyzes business trends, uncover growth opportunities and identify potential cost savings to support managerial decision-making process.Analyzes and interpret the Companys operating metrics; interface with IS/data warehouse and senior managers to investigate relevant trends and anomalies.Assists management by analyzing client level behavior.Enhances existing reporting capabilities, such as creating benchmarks, flash reports and other user requests. Maintains weekly actual vs. budget forecast reporting.Provides weekly and monthly reports on activity which includes developing and analyzing potential efficiency improvements and/or cost savings.Other duties as assigned and modified at managers discretion.

KNOWLEDGE, SKILLS AND ABILITIES:

Solid understanding of financial statement analysis, statistical analysis, corporate finance and financial modeling, required.Ability to use good judgment, understand complex business situations, work with ambiguity, be a creative thinker, execute strong communication skills, be a self-starter, and have attention to detail.Ability to use discretion under a variety of circumstances and when using confidential information.

At ChenMed, If you are an innovative, entreprenuerial minded, over-achiever who is extremely passionate in helping people and revolutionizing Healthcare again, we are that dynamic and exciting company you are looking for!

After applying, we encourage you to ""follow"" us on LinkedIn (ChenMed) as well! This way you can stay informed and up to date on whats happening around our organization and start your path to becoming part of our FAMILY!

EDUCATION AND EXPERIENCE CRITERIA:

Bachelors degree required, preferably in Finance or Accounting.Minimum Three (3) plus years of concentrated analytical experience.Expert level of proficiency with MS Office (Excel, PowerPoint).Financial Analysis experience.
","/Overview/Working-at-ChenMed-EI_IE433832.11,18.htm"
Financial Analyst,Entrust Datacard,3.1,"Shakopee, MN",$56K-$87K ,-1,"Financial Analyst **Shakopee, Minnesota, United States** Accounting/Finance/Human Resources **Requisition #** 2000008A **Post Date** Jun 01, 2020 **Financial Analyst** The Financial Analyst position is a member of the Financial Planning and Analysis (FP&A) team. You will be responsible for financial reporting, forecasting, planning and analysis related to the Global Professional Services organization. A critical component of this position is to transform financial data into information of value to the Company's financial and decision making processes. This position will be a business partner with the Vice President of Global Professional Service Operations and the regional management teams. **Responsibilities:** + Provide business leaders with analytics; key drivers and recommendations on improving financial performance and as an early warning of impending problems + Ad hoc financial modeling and analysis to support revenue and cost scenarios + Provide insight on business operations by developing monthly forecast, annual budgets and long range plans + Evaluate monthly, quarterly and annual comparative operating results and forecasts and prepare comprehensive reporting package and presentations to be provided to business leaders + Support the preparation of departmental budgets, provide feedback to department leaders on variances and recommend actions to control spend within budget + Complete month and year-end closing activities including preparation of journal entries,account reconciliations and audit schedules + Plan, lead and organize projects within the finance group and across the organization + Research and respond to internal and external questions providing appropriate resolution in a timely, accurate and professional manner Learn more about Entrust Datacard and how we have built Trusted Connections the past 50 years by clicking the following link: https://vimeo.com/417347159 **Basic Qualifications** + BA/BS in Accountingor Finance + Minimum 3years of Accounting or Finance Experience + Advanced knowledge ofMicrosoft Office (emphasis on Excel & PowerPoint) and ERP experience(preferably Oracle) + Hands-onworking knowledge of budgeting and forecasting processes + Solidaccounting/GAAP knowledge; emphasis on project accounting & revenuerecognition rules + Must be ableto lawfully work within the US and have unrestricted work authorizationfor the US **Preferred Qualifications:** + Oracle Projectsexperience + SAP BusinessObjects experience + Host AnalyticsSystem experience + ExcellentCommunication skills; ability to communicate effectively with all levelsof the organization + Stronginitiative and follow-through with ability to manage multiple projects + Ability tocomplete projects timely and accurately + Must be detailoriented with strong organizational and analytical skills + Ability towork well with others in fast paced, dynamic environment **Interested?** Email me atRuthie.Strop@entrustdatacard.com! I look forward to hearing from you! **About Entrust Datacard** Ourgrowing company relies on curious, dedicated and innovative colleagues toanticipate the future and provide solutions for a more connected, mobile andsecure world. Entrust Datacard technologies and expertise help governmentagencies, enterprises and financial institutions in more than 150 countriesserve and safeguard citizens, employees and consumers. Each year, our solutionssecure billions of transactions - and every day, our technologies issueand manage more than 10 million secure identities. How do we do all of this? _Together._ Joinus. Together we'll create solutions for a more connected, mobile and securelife. For more information, visitwww.entrustdatacard.com.Followuson Twitter, YouTubeand LinkedIn. Entrust Datacard Corporation is an Equal Opportunity Employer.All qualified applicants will receive consideration for employment withoutregard to race, sex, color, religion, sexual orientation, gender identity,national origin, protected veteran status, or on the basis of disability. **NOAGENCIES, NO RELOCATION** **\#LI-RS**","/Overview/Working-at-Entrust-Datacard-EI_IE1104613.11,27.htm"
